song,text,label
Nu ik weet wat ik mis,"Laat me nu, niet alleen

Ga niet weg, maar blijf bij me

Zonder jou, stort m'n hele wereld in

Dat heb ik je gesmeekt, maar jij ging

Ik weet het wel, ik was verkeerd

Maar vergeef het mij, als ik m'n leven beter

Ik beloof het jou, met de hand op mijn hart

Er komt nooit meer iemand anders in mijn leven



Want nu dat ik weet wat ik mis

Nu je niet meer bij me bent

Je weet, í¢â¬Ëk heb me vreselijk vergist

Kun je mij vergeven

Want nu dat ik weet wat ik mis

Je hebt me ook heel anders gekend

Jij bent echt alles voor mij

Wil met jou weer door het leven



Het is alsof, ik niet meer leef

Als een Zombie zien ze me lopen

Wat ik doe, het gaat verkeerd

Zet nog í©í©n keer de deur voor mij open



Want nu dat ik weet wat ik mis

Nu je niet meer bij me bent

Je weet, í¢â¬Ëk heb me vreselijk vergist

Kun je mij vergeven

Want nu dat ik weet wat ik mis

Je hebt me ook heel anders gekend

Jij bent echt alles voor mij

Wil met jou weer door het leven



Want nu dat ik weet wat ik mis

Je hebt me ook heel anders gekend

Jij bent echt alles voor mij

Wil met jou weer door het leven



Jij bent echt alles voor mij

Wil met jou weer door het leven",hazes
Het Kind In Mij,"Het is nooit te laat om te beseffen 

Hoe je bent en wat je allemaal zo doet 

Al heb je mij niet altijd echt begrepen 

En ik weet, ik deed het altijd niet even goed 

Maar het is nooit te laat om wat te leren 

En al ging het tussen ons ook heel vaak fout 

Want mijn leven heeft nog steeds die rare kanten 

Wil niet zeggen dat ik niet van je hou 

 

refr.: 

    Het gaat om het gevoel en dat heb ik je gegeven 

    Ik gaf alles wat ik in mij had 

    Ik deelde al mijn dromen en al mijn idealen 

    Gewoon, omdat ik je aanbad 

    Ik volgde mijn hart, ook al kwamen er problemen 

    En al ging ik je soms voorbij 

    Maar toch is er een ding, dat had je kunnen weten 

    Het kwam allemaal door het kind in mij 

 

Maar we hebben toch ook zo vaak gelachen 

En dan stond de tijd voor ons heel even stil 

Ik denk nog erg vaak aan die momenten 

Omdat ik nu een keer graag zo leven wil 

 

refr. 

 

Ik volgde mijn hart, ook al kwamen er problemen 

En al ging ik je soms voorbij 

Maar toch is er een ding, dat had je kunnen weten 

Het kwam allemaal door het kind in mij 

Het kwam allemaal door het kind in mij",hazes
Terug in de tijd,"Ik zat vanmiddag lekker in de zon

en dacht eens na, hoe het allemaal begon

ik zong een liedje over kerstmis

en dat werd zomaar een hit

van het een op het ander was ik zo artiest



ik stond opeens naast poksie pokstrot

dat werd mijn vriendje nicolaak

in de gang zag ik een paard staan

't was het paard van dré van duin

voel nog de buik van demi's roesos

die nog beter dronk dan ik

en de foto, met kootjak vergeet ik niet



een teras een stoel daar zit ik nu alleen

ik dacht nog kan ik nu niet ergens anders heen

maar ik zag toen zoveel momenten, toen was ik echt niet meer alleen

want cornelis willie alberti sjonnie orba



ik stond opeens naast poksie pokstrot

dat werd mijn vriendje nicolaak

en in de gang zag ik een paard staan

't was het paard van dré van duin

voel nog de buik van demi's roesos

die nog beter dronk dan ik

en de foto, met kootjak vergeet ik niet



Ik zat vanmiddag lekker in de zon

en dacht eens na, hoe het allemaal begon

ik zong een liedje over kerstmis

en dat werd zomaar een hit

van het een op het ander was ik zo artiest



ik stond opeens naast poksie pokstrot

dat werd mijn vriendje nicolaak

in de gang zag ik een paard staan

't was het paard van dré van duin

voel nog de buik van demi's roesos

die nog beter dronk dan ik

en de foto, met kootjak vergeet ik niet",hazes
Ik Bel,"Oh, het is al laat, ik moet nu weg 

Maar niet voordat ik heb gezegd 

Ik bel (hij belt) 

Het was te gek en bovendien 

Wil ik je morgen graag weer zien 

Oh, ik bel (hij belt) 

 

En neem je mee naar mijn cafe 

Dan kan ik bij m'n vrienden met je pronken 

Jij en ik gaat echt wat beleven 

Maar dan voor lang, nee niet voor even 

Wat ik nu voel, dat is voor mij ongekend 

 

Ik was hier echt nog nooit geweest 

Ik moet echt gaan, genoeg gefeest 

Maar ik bel (hij belt) 

Ik keek naar jou en jij naar mij 

We kwamen langzaam naderbij 

Ja, ik bel (hij belt) 

 

Hoe lang heb ik hier op gewacht 

Het is voor mij een eeuwigheid geleden 

Jij en ik gaan echt wat beleven 

Maar dan voor lang, nee niet voor even 

Wat ik nu voel, dat is voor mij ongekend 

 

Vergeet die sleur, open je deur 

Om samen een nieuw leven te beginnen 

Jij en ik gaan echt wat beleven 

Maar dan voor lang, nee niet voor even 

Wat ik nu voel, dat is voor mij ongekend 

Wat ik nu voel, dat is voor mij ongekend",hazes
Gisteren was ik nog jou liefde,"Waarom waarom moest mij dit gebeuren

Zoveel woorden zonder inhoud

Zoveel woorden zoveel pijn

Wat zo mooi leek al die jaren

'n Paar minuten toen was het voorbij



Gisteren was ik nog jouw liefde

Nu zeg jij dat je me haat mij niet wilt zien

Gewoon wat woorden die ik zei maar niet meen

Ik neem ze terug maar ga niet van me heen



Gisteren was ik nog jouw liefde

Nu zeg jij dat je me haat mij niet wilt zien

Ben jij vergeten al die jaren met mij

Voor die woorden gaat dit toch niet voorbij



Ja ik weet,ja ik weet ik heb m'n fouten

Vergelijk ze met het goeie

Wat weegt dan voor jou het zwaarst

Ga niet weg voor 'n paar woorden

Die ik zei maar toch niet meen



Gisteren was ik nog jouw liefde

Nu zeg jij dat je me haat mij niet wilt zien

Gewoon wat woorden die ik zei maar niet meen

Ik neem ze terug maar ga niet van me heen



Gisteren was ik nog jouw liefde

Nu zeg jij dat je me haat mij niet wilt zien

Ben jij vergeten al die jaren met mij

Voor die woorden gaat dit toch niet voorbij



Gisteren was ik nog jouw liefde",hazes
Ik Red Me Wel,"Ik moest het horen van de buren

Dat jij opeens verdween

Kaal zijn nu thuis muren

Jij bent zo hard als steen

Weg alles tot je genomen

'n Leeg huis, 'n herinnering, 'n foto op de grond

Is alles wat ik heb

Je had het mij beter kunnen vertellen

Ik had je laten gaan, maar ik had dan geweten

Waar je nu bent



Ik moet opnieuw beginnen

Wat vind ik dit gemeen

Toch zal ik blijven knokken

Hier kom ik ook wel overheen

Hoelang speelde jij dan komedie

Als ze mij hadden gezegd

Dat je weg zou gaan

Had ik dat nooit geloofd

De telefoon daar zit ik naar te turen

Maar ik weet je belt niet, misschien is het goed

Ik zet je uit m'n hoofd



Je hoeft je voor mij niet te verstoppen

Ik draag dit als 'n man

Door dit ga ik niet naar de knoppen

Daar kan jij echt van op aan

Ik heb toch nog altijd m'n handen

Daarmee bouw ik op wat jij wegnam van mij

Dat is geen probleem

Misschien moet ik blij zijn

Dat je weg bent gelopen

Ik maak er geen punt van laat mij nu maar gaan

Ik red me wel, ik red me wel",hazes
Al Jouw Woorden Zijn Te Veel,"Leef, leef je leven zoals jij dat wilt 

Maar laat me wel met rust als het niet lukt 

Geef, ja dat deed ik maar jij gaf niets terug 

Nee, ik stop want je leeft mij iets te vlug 

Ach ik luister nu niet meer 

't Is toch hetzelfde keer op keer 

Ga maar weg ik leg me er bij neer 

 

refr.: 

    Al jouw woorden zijn te veel 

    Wat jij brak maakte ik heel 

    Maar dat is nu niet meer nodig 

    't Is nu echt de laatste keer 

    Want jij haatte mij steeds meer  

    Echt je bent hier overbodig 

    Door jouw ben ik mijn vrienden kwijt  

    Dus het is de hoogste tijd 

    Dat je weg gaat ver van mij 

    Jij dacht dat dit niet gebeuren kon 

    Toen je me zag en overwon 

    Maar m'n ogen gingen open 

 

Koud, ja de wereld is koud om je heen 

Zo hard en gevoelloos als een steen  

Ik voelde mij in die wereld niet thuis 

Ik miste zoveel warmte in m'n huis 

Je laat nu niet eens een traan 

Terwijl ik jou zomaar laat gaan 

Nee, ik kies niet voor zo'n koud bestaan 

 

refr. 

 

Lailalala etc 

 

Door jouw ben ik mijn vrienden kwijt  

Dus het is de hoogste tijd 

Dat je weg gaat ver van mij 

Jij dacht dat dit niet gebeuren kon 

Toen je me zag en overwon 

Maar m'n ogen gingen open",hazes
Op de schoorsteen staat een foto,"Het is mooi Oranje te zien, ook de wereld kijkt toch mee 

We zijn de sterkste in Europa, dus we tellen straks voor twee 

Als je ziet hoe de spelers van nu zich bewegen op het veld 

Nee ik zie geen zwakke plekken, iedereen is voor mij een held 

 

Oranje bovenaan 

Geen land kan ons verslaan 

Want wij zijn de kampioenen 

Oranje bovenaan 

 

Het spel wordt de leer voor de straat, nou dat zetten wij wel voort 

Want de jongens van Oranje, ach, zijn de jongens van die straat 

 

Oranje bovenaan 

Geen land kan ons verslaan 

Want wij zijn de kampioenen 

Oranje bovenaan 

Geen land kan ons verslaan 

Want wij zijn de kampioenen 

 

Oranje bovenaan 

Geen land kan ons verslaan 

Want wij zijn de kampioenen 

 

Oranje bovenaan 

Geen land kan ons verslaan 

Want wij zijn de kampioenen 

Oranje bovenaan 

Geen land kan ons verslaan 

Want wij zijn de kampioenen",hazes
Een Vrouw Uit Het Leven,"Iedere avond sta je daar 

Het neonlicht schijnt door je haar 

Ik wil zo graag eens met je praten 

Ach zo maar iets onbelangrijks aan je vragen 

Voor mij ben je niet zomaar een vrouw waar ik naar kijk 

Je bent een van die vrouwen waarvoor ik bezwijk 

 

Een vrouw uit het leven 

Verdient haar geld op straat 

Een vrouw uit het leven 

Toch ben ik blij dat zij bestaat 

Een vrouw uit het leven 

Daar staat zij in de kou 

Een vrouw uit het leven 

Weet niet hoeveel ik van haar hou 

 

Als het regent zie ik jou nooit schuilen 

Het doet me pijn dan kan ik huilen 

Ik weet zeker als ik dat zou zeggen 

Loop je weg en lacht mij uit 

Nee voor mij ben je niet zomaar een vrouw 

Daarvan zijn er al zo veel 

Heel veel mannen zien jou als hun vrouw 

Maar ik wil ook een deel 

 

Een vrouw uit het leven 

Verdient haar geld op straat 

Een vrouw uit het leven 

Toch ben ik blij dat zij bestaat 

Een vrouw uit het leven 

Daar staat zij in de kou 

Een vrouw uit het leven 

Ze weet niet hoe ik van haar hou 

 

Een vrouw uit het leven 

Verdient haar geld op straat 

Een vrouw uit het leven 

Toch ben ik blij dat zij bestaat 

Een vrouw uit het leven 

Daar staat zij in de kou 

Een vrouw uit het leven 

Ze weet niet hoe ik van haar hou 

Hoe ik van haar hou  

Hoe ik van haar hou",hazes
Als Je Bij Me Bent,"Als je bij me bent is alles zo anders 

Als je bij me bent is alles weer goed 

Als je bij me bent, drt mag je best weten 

Dat mijn hart voor jou sneller gaat slaan 

Als je er bent kan niemand ons storen 

Wij met z'n tweeen, niemand om ons heen 

 

Als je bij me bent is alles zo anders 

Als je bij me bent voel ik mij zo goed 

 

refr.: 

   Ach het leven is mooi, je moet het kunnen delen 

   Want het is al zo kort, geniet er nu nog van 

   Blijf je stil staan en kan het leven jou niks meer geven 

   Ga op zoek want het geluk is er voor jou 

 

Als je bij me bent, dat zijn van die uren 

Ik doe de deur op slot en sluit het gordijn 

Als je bij me bent, dat mag heel lang duren 

Liggen op de grond met een lekker glas wijn 

Als je er bent kan niemand ons storen 

Nee, wij met z'n tweeen, niemand om ons heen 

 

Als je bij me bent is alles zo anders 

Als je bij me bent voel ik mij zo goed 

 

refr.",hazes
'n Ander,"Je schreef me dat je komt,

om te vertellen wat je wil.

Omdat een ander m'n plaats heeft ingenomen.



Ik zat voor jou te lang,

daarom bleef jij mij niet trouw.

Maar je vergeet hoe ik hier ben gekomen.



Maar als je voor me zit,

toe stel je dan niet aan.

En ga niet huilen, want dat kun jij niet menen.



Wil jij nog één ding doen?

Als jij straks bij me komt.

Vergeet dan niet m'n kinderen mee te nemen.



Wat ik heb hun al zo lang niet gezien.

Maar weet dat zij hun vader nooit ontzien.

En denk maar niet dat zij pappie zullen zeggen.

tegen je vriend die het daarin af moet leggen.



Wat ik voorheen met m'n kind'ren heb gedaan.

Daarin kan hij niet in m'n schaduw staan.

Ik ben niet boos dat je een ander hebt genomen.

Maar laat m'n kinderen toch altijd bij me komen.



Maar als je voor me zit,

toe stel je dan niet aan.

En ga niet huilen, want dat kun jij niet menen.



Wil jij nog één ding doen?

Als jij straks bij me komt.

Neem dan toch alsjeblieft m'n kinderen mee.



Wil jij nog één ding doen?

Als jij straks bij me komt.

Neem dan toch alsjeblieft m'n kinderen mee.",hazes
Kom Terug Bij Mij,"Je zei dat je mij nog wel eens zo schrijven

Slechts eenmaal heb ik nog een brief gehad

Toen schreef je dat je nog een tijd zou blijven

Zover van mij daar in die vreemde stad

Ik weet wel dat ik lang niet altijd deugde

Maar ik heb steeds mijn best voor jou gedaan

We kende naast het leed toch ook wel vreugde

Hoe moet ik zonder jou toch verder gaan



Kom terug bij mij ik loop hier eenzaam door de straten

Kom terug bij mij ik voel me zo alleen

Kom terug bij mij ook al was je mij niet trouw

Ik zal je vergeven ik geef je m`n leven ik hou alleen van jou



Het leven gaat helaas niet over rozen

Maar laat je daar mekaar voor in de steek

We hadden toch elkander uitgekozen

Het is daarom dat ik jou nu toch weer smeek



Kom terug bij mij ik loop hier eenzaam door de straten

Kom terug bij mij ik voel me zo alleen

Kom terug bij mij ook al was je mij niet trouw

Ik zal je vergeven ik geef je m`n leven ik hou alleen van jou



Kom terug bij mij ik loop hier eenzaam door de straten

Kom terug bij mij ik voel me zo alleen

Kom terug bij mij ook al was je mij niet trouw

Ik zal je vergeven ik geef je m`n leven ik hou alleen van jou",hazes
Jammer,"'t Is toch jammer dat je straks niet meer kan vissen 

't Is toch jammer dat je straks geen beest meer ziet 

't Is toch jammer al die bomen zonder bladeren 

Ja 't is jammer maar het is zo, anders niet 

 

Als je ziet hoe deze wereld gaat veranderen 

Zooitje rotzooi, ja wat moeten wij ermee 

Op de aarde kan het ook niet blijven liggen 

Dus we dumpen deze rotzooi maar in zee 

 

Ik vraag me af, valt er misschien nog wat te redden 

Dat een kind straks toch nog buiten spelen kan 

En het weer groen wordt, net zoals in vroegere dagen 

't is te hopen maar ik merk er weinig van 

 

Ik vraag me af, valt er misschien nog wat te redden 

Dat een kind straks toch nog buiten spelen kan 

En 't weer groen wordt, net zoals in vroegere dagen 

't Is te hopen maar ik merk er weinig van 

't Is te hopen maar ik merk er weinig van",hazes
Jij Bent Alles,"Wat ging er mis, waarom laat je me alleen 

Ik geef m'n fouten toch ook toe 

Jij had gekozen voor dit leven met mij 

Waarom is dat nu voorbij 

Jij bent alles, je bracht mij zoveel geluk 

Kom en zeg me, hoe ging dit stuk 

Jij , jij alleen kan mij verstaan 

Nee, ik kan jou niet laten gaan 

 

Als jij dit leven anders ziet, zeg het me dan 

Geef mij die kans nu het nog kan 

Zeg mij je wensen dan ben ik jouw fee 

Toe, blijf nou hier, zeg nu geen nee 

Jij bent alles, m'n leven, m'n geluk 

Nee, nee, maak dit nu niet stuk 

Jij maakt van regen zonneschijn 

Toe, ik wil met jou weer samen zijn

 

Kom nou, ik wil enkel maar bij je zijn 

Weer gelukkig zijn, gewoon 

Dat je zegt dat je van me houdt 

Want geloof me, niemand, niemand kan het winnen van jou 

Blijf bij me want ik hou van je 





Waar ik ook ben, wat ik ook doe 

Denk ik aan jou, ook al ben je er niet 

Toch ben je, toch ben je bij mij 

Jij moet geloven, ik kan jou niet laten gaan 

Wat heb ik jou aangedaan 

Zeg dat je hier blijft, vertrouw nu op mij 

Dan komt het geluk voor allebei 

Jij bent alles, m'n leven, m'n geluk 

Nee, nee, maak dit nu niet stuk 

Nee, jij maakt van regen zonneschijn 

Toe, ik wil met jou weer samen zijn",hazes
Een Morgen,"Een morgen zoals elke morgen 

Nog steeds zonder werk 

Nog steeds zonder geld 

Toch blijf ik lachen 

Want ik voel dat het mij heus wel eens beter gaat 

Ach ik leef al heb ik niet veel 

Ja ik zeg mij, ik krijg straks mijn deel 

Ja ik lach en dat blijf ik ook doen 

Ik ben blij dat ik leef yeah 

Oh ik heb niet veel nodig 

Nee niet veel nodig 

Ik ben toch alleen 

Dat maakt mij niets uit 

Ook zonder centen kan ik lachen 

Dat denk ik 's avonds als ik mijn ogen weer sluit yeah 

 

Ja een morgen zoals iedere morgen 

Yeah nog steeds zonder geld 

Ondanks dat blijf ik altijd lachen 

Ik heb niets maar ben vrij, come-on 

 

Ik heb niet veel nodig 

Nee niet veel nodig 

Ik ben toch alleen 

Dat maakt mij niets uit 

Ook zonder centen kan ik lachen 

Dat denk ik 's avonds als ik mijn ogen weer sluit yeah 

 

Ja een morgen zoals iedere morgen 

Nee, nog steeds zonder geld 

Ondanks dat blijf ik altijd lachen 

Ik heb niets maar ben vrij, ohohoh yeah",hazes
Wees Zuinig Op Mijn Meissie,"Ach nu is het dan zover, wat ging het toch snel

Ik hoor nog wat ze zei, maar dan trouw ik met papa

Maar dat is nu voorbij, er staat een man voor de deur

Die komt haar halen, met bloemen en een ring



Wees zuinig op m'n meissie

Laat haar leven, zoals zij dat verdient

Ook al heeft ze dan voor jou gekozen

Ze is en ze blijft mijn kleine meid

En weet dat ik altijd zal helpen

Gaat het wat minder, dan sta ik voor je klaar

Wees zuinig op m'n meissie, beste jongen

Dat is alles wat ik van je vraag



Ik heb een hele grote mond, maar haar kamer staat wel leeg

Als niemand mij nu zag, zou ik huilen

Ik moet je laten gaan, ze moet gelukkig zijn

Beste jongen, je moet me beloven



Wees zuinig op m'n meissie

Laat haar leven, zoals zij dat verdient

Ook al heeft ze dan voor jou gekozen

Ze is en ze blijft mijn kleine meid

En weet dat ik altijd zal helpen

Gaat het wat minder, dan sta ik voor je klaar

Wees zuinig op m'n meissie, beste jongen

Dat is alles wat ik van je vraag



Wees zuinig op m'n meissie, beste jongen

Vooral wanneer ik er straks niet meer ben",hazes
Later,"Als jij bij mij bent 

Gaan de uren snel voorbij 

Even ben je hier bij mij 

Dan moet je alweer weg 

Voor je het weet 

Ben ik hier weer zonder jou 

En kan ik weer wachten 

Op de dag die mij jou weer brengt 

 

Maar eens komt een dag 

Dat je bij mij zult zijn 

Dan blijf je bij mij 

Hoef je niet meer te verdwijnen 

Want dan ben je vrij 

Zal voor altijd bij me blijven 

We hoeven elkaar geen brieven meer te schrijven 

Want eens komt een dag dat je bij me zult zijn 

Dan blijf je bij mij, hoef je niet meer te verdwijnen 

Je woont dan bij mij, je hoeft dan thuis niet meer te liegen 

Ja eens komt die dag dat je bij me zult zijn 

 

Misschien is het goed dat we wennen aan elkaar 

Kunnen zeggen: wij zijn klaar 

Het is nu werkelijk waar 

Ja het is mooi, als dit straks gebeuren gaat 

Dat je mij dan nooit verlaat 

Ja dan blijf je bij mij 

 

refr.: 

   Want eens komt een dag 

   Dat je bij mij zult zijn 

   Dan blijf je bij mij 

   Hoef je niet meer te verdwijnen 

   Want dan ben je vrij 

   Zal voor altijd bij me blijven 

   En hoeven elkaar geen brieven meer te schrijven 

   Want eens komt een dag dat je bij me zult zijn 

   Dan blijf je bij mij, hoef je niet meer te verdwijnen 

   Je woont dan bij mij, hoeft dan thuis niet meer te liegen 

   Ja eens komt die dag dat je bij me zult zijn 

 

refr.",hazes
Geloof me,"Alle ging zo snel voorbij

Even had ik jou bij mij

't ging zo snel ik kreeg geen tijd

Om te vragen oh blijf bij mij



Jij bent weg 't is weer stil om me heen

't Wordt even wennen want ik ben weer alleen

Toch vergeet ik jou nooit meer

Ik denk telkens weer



Jij had mij niet moeten zeggen

Dat je van me houdt

Dan had ik nu kunnen zeggen

Ga het laat me koud

Geloof me geloof me

Te snel ging dit voorbij

Al kwam je maar om te zeggen ik blijf vrij



Oh ik hoop dat jij eens belt

En je mij dan eerlijk vertelt

Waarom jij bent weggegaan

Want dan weet ik wat ik heb gedaan



Jij had mij niet moeten zeggen

Dat je van me houdt

Dan had ik nu kunnen zeggen 

Ga het laat me koud

Geloof me geloof me

Jij had mij niet moeten zeggen

Dat je van me houdt

Dan had ik nu kunnen zeggen 

Ga het laat me koud

Geloof me, geloof me, geloof me",hazes
Bedankt Mijn Vriend,"We hadden samen zoveel plannen, vriend 

De oogst was mooi voor jou en mij, m'n vriend 

Al ben je nu niet meer bij mij 

Voor altijd ben je aan mijn zij 

We konden lachen maar ook huilen, vriend 

Jij deed voor mij wat ik niet kon, mijn vriend 

Ik heb het fijn met jou gehad 

Je hebt een plaats hier in mijn hart 

Jij wordt nooit vergeten, vriend 

 

refr.: 

   Ja bedankt, 't was te kort 

   Dat vergeet ik niet 

   Iedereen hield van jou 

   Dat stilt mijn verdriet 

 

Je bent nu enkel nog herinnering 

Zo is het leven maar het had toch zin 

Het is te gek om waar te zijn 

Jouw vriendschap overheerst mijn pijn 

Ik ben mijn grootste fan nu kwijtgeraakt 

Wat ik nu ben, ja dat heb jij gemaakt 

Nu is het echt koud zonder jou 

Maar weet dat ik veel van je hou 

Jij wordt nooit vergeten, vriend 

 

refr.(2x) 

 

Ja bedankt 

 

refr.(2x) 



ja bedankt 

Ja bedankt 

Ja bedankt",hazes
Kom naar huis toe mama,"Het is stil in huis, de avond is gevallen

De lampen in de straat zijn alweer aan

Mijn zoontje, hij kijkt droevig uit zijn ogen

Ik vraag aan hem: m'n Kind wat scheelt eraan

Dan legt hij zacht zijn armpje op mijn schouder

En zegt dat hij een liedje heeft gemaakt

Ik moest hem dan beloven niet te huilen

Omdat dit lied misschien mijn hart wel raakt



Kom naar huis toe mama

Wij zijn zo alleen

Ik zit hier met papa

Waar bent u toch heen

Is er dan een ander

Pappie is toch lief

Kom weer bij elkander

Mama alsjeblieft



Ik zei hem dat zijn mammie was vertrokken

Omdat het zo met ons niet verder ging

Ik vroeg aan hem of hij nu maar wou slapen

En bracht hem vlug naar bed mijn lieveling

Toen ik weer terug kwam in de stille kamer

Mijn ogen dicht deed en aan vroeger dacht

Daar hoorde ik mijn kleine lieve jongen

Hij zong daar in zijn kamertje heel zacht



Kom naar huis toe mama

Wij zijn zo alleen

Ik zit hier met papa

Waar bent u toch heen

Is er dan een ander

Pappie is toch lief

Kom weer bij elkander

Mama alsjeblieft



Kom naar huis toe mama

Pappie is toch lief

Kom weer bij elkander

Mama alsjeblieft



weltrusten jongen

weltrusten papa",hazes
Droom Maar m'n Jongen,"Jongen ik breng je naar bed

Morgen dan maken we samen weer pret

Slaap maar ik zal heus niet gaan

't Is tussen mama en mij misgegaan



Sluit nu je oogjes en droom

Straks wordt het leven voor jou wonderschoon

Droom maar ik sta aan je zij

M'n jongen droom maar van mammie en mij



Pappie heeft enkel nog jou

Jij bent me meer waard dan iedere vrouw



't Is nog voor jou dat ik leef

Waar ik m'n liefde aan geef



Laat je vader ook later niet staan

Nog onbedorven lig je daar

Met je blondkrullend haar en je oogjes gesloten

Ik sta voor jou altijd klaar",hazes
We Are the Champions,"Can't touch this 

Can't touch this 

Can't touch this (oh-oh oh oh oh-oh-oh) 

Can't touch this (oh-oh oh oh oh-oh-oh) 



My-my-my-my music makes me so hard makes me say oh my Lord

Thank you for blessing me with a mind to rhyme and two hype feet

That's good when you know you're down

A super dope homeboy from the Oaktown

And I'm known as such

And this is a beat uh u can't touch



I told you homeboy u can't touch this

Yeah that's how we're livin' and you know u can't touch this

Look in my eyes man u can't touch this

You know let me bust the funky lyrics u can't touch this



Fresh new kicks and pants

You got it like that now you know you wanna dance

So move out of your seat

And get a fly girl and catch this beat

While it's rollin' hold on pump a little bit

And let me know it's going on like that like that

Cold on a mission so pull on back

Let 'em know that you're too much

And this is a beat uh u can't touch



Yo I told you u can't touch this

Why you standing there man u can't touch this

Yo sound the bells school is in sucker u can't touch this



Give me a song or rhythm

Making 'em sweat that's what I'm giving 'em

Now they know when you talk about the Hammer

You talk about a show that's hyped and tight

Singers are sweatin' so pass them a mic

Or a tape to learn what it's gonna take

And now he's gonna burn

The charts legit either work hard

Or you might as well quit



That's word because you know

Can't touch this (oh-oh oh oh-oh-oh) 

Can't touch this (oh-oh oh oh-oh-oh) 

Break it down

(Oh-oh-oh-oh-oh-oh-oh-oh-oh oh-oh) 

(Oh-oh-oh-oh-oh-oh-oh-oh-oh oh-oh) 

Stop Hammer time



Go with the flow in a spin if you can't move to this

Then you probably are dead

So wave your hands in the air

Bust through the moves run your fingers through your hair

This is it for a winner

Dance to this and you're gonna get thinner

Move slide your rump

Just for a minute let's all do the bump

Bump bump bump yeah



Can't touch this

Look man u can't touch this

You'll probably get hyped boy 'cause you know you can't u can't touch this

Ring the bell school's back in break it down

(Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh) 

(Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh) 

Stop Hammer time

(Oh-oh oh oh oh-oh-oh) 

(Oh-oh oh oh oh-oh-oh) 

(Oh-oh oh-oh oh-oh oh-oh)

(Oh-oh oh oh oh-oh-oh) u can't touch this 

(Oh-oh oh oh oh-oh-oh) u can't touch this 

(Oh-oh oh oh oh-oh-oh) u can't touch this 

(Oh-oh oh oh oh-oh-oh) break it down

(Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh) 

(Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh) 

Stop Hammer time



Every time you see me that Hammer's just so hype

I'm dope on the floor and I'm magic on the mic

Now why would I ever stop doing this

With others makin' records that just don't hit

I toured around the world from London to the bank

It's Hammer go Hammer

It's a Hammer yo Hammer and the rest go and play



Can't touch this (oh-oh oh oh oh-oh-oh) 

Can't touch this (oh-oh oh oh oh-oh-oh) 

Can't touch this (oh-oh oh-oh-oh)

Yeah u can't touch this

I told you u can't touch this (oh-oh oh-oh-oh)

Too hype can't touch this

Get me outta here u can't touch this

(Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh)",hazes
Zie ik jou maar even,"Het is nacht,

het is koud.

Ik wacht totdat jij thuis zal komen,

ik kijk omhoog en naar je raam.

Er zijn nog steeds geen lampen aan.

Het wordt koud en kill.

Kraag hoog opgetrokken.

Owh hoelaat kom je thuis,

ik heb het zo koud.



Zie ik jou maar even,

daarmee ben ik tevree.

Dan ga ik weer naar huis.

Nog een uurtje tv.

Zie ik jou maar even,

daarmee heb ik genoeg.

Ik ben dan weer gelukkig,

tot morgen vroeg.



Jah ik ben fout geweest,

dit had nooit mogen gebeuren.

Echt ik voel me zo stom,

ik had dit niet verwacht.

Het is gebeurt tot me spijt,

het is niet meer goed te praten.

Het is te laat,

het is voorbij.

Ik sta in de kouw.



Zie ik jou maar even,

daarmee ben ik tevree.

Dan ga ik weer naar huis.

Nog een uurtje tv.

Zie ik jou maar even,

daarmee heb ik genoeg.

Ik ben dan weer gelukkig,

tot morgen vroeg.



Er vallen nu wat druppels,

maar dat hoort er schijnbaar bij.

Hoelang moet ik nog wachten,

Willis zien dit is mijn moment.



Zie ik jou maar even,

Jah dan heb ik genoeg.

Ik ben dan weer gelukkig,

tot morgen vroeg.



~. Einde .~",hazes
